best m,c is 1.530000,13.450000 with error 15.105404 in direction 0
best m,c is 1.530000,13.460000 with error 15.101771 in direction 0
best m,c is 1.530000,13.470000 with error 15.098143 in direction 0
best m,c is 1.530000,13.480000 with error 15.094521 in direction 0
best m,c is 1.530000,13.490000 with error 15.090905 in direction 0
best m,c is 1.530000,13.500000 with error 15.087294 in direction 0
best m,c is 1.530000,13.510000 with error 15.083689 in direction 0
best m,c is 1.530000,13.520000 with error 15.080091 in direction 0
best m,c is 1.530000,13.530000 with error 15.076497 in direction 0
best m,c is 1.530000,13.540000 with error 15.072910 in direction 0
best m,c is 1.530000,13.550000 with error 15.069328 in direction 0
best m,c is 1.530000,13.560000 with error 15.065753 in direction 0
best m,c is 1.530000,13.570000 with error 15.062183 in direction 0
best m,c is 1.530000,13.580000 with error 15.058618 in direction 0
best m,c is 1.530000,13.590000 with error 15.055060 in direction 0
best m,c is 1.530000,13.600000 with error 15.051507 in direction 0
best m,c is 1.530000,13.610000 with error 15.047960 in direction 0
best m,c is 1.530000,13.620000 with error 15.044419 in direction 0
best m,c is 1.530000,13.630000 with error 15.040884 in direction 0
best m,c is 1.530000,13.640000 with error 15.037355 in direction 0
best m,c is 1.530000,13.650000 with error 15.033831 in direction 0
best m,c is 1.530000,13.660000 with error 15.030314 in direction 0
best m,c is 1.530000,13.670000 with error 15.026802 in direction 0
best m,c is 1.530000,13.680000 with error 15.023296 in direction 0
best m,c is 1.530000,13.690000 with error 15.019795 in direction 0
best m,c is 1.530000,13.700000 with error 15.016301 in direction 0
best m,c is 1.530000,13.710000 with error 15.012812 in direction 0
best m,c is 1.530000,13.720000 with error 15.009330 in direction 0
best m,c is 1.530000,13.730000 with error 15.005853 in direction 0
best m,c is 1.530000,13.740000 with error 15.002382 in direction 0
best m,c is 1.530000,13.750000 with error 14.998917 in direction 0
best m,c is 1.530000,13.760000 with error 14.995458 in direction 0
best m,c is 1.530000,13.770000 with error 14.992004 in direction 0
best m,c is 1.530000,13.780000 with error 14.988557 in direction 0
best m,c is 1.530000,13.790000 with error 14.985115 in direction 0
best m,c is 1.530000,13.800000 with error 14.981679 in direction 0
best m,c is 1.530000,13.810000 with error 14.978250 in direction 0
best m,c is 1.530000,13.820000 with error 14.974826 in direction 0
best m,c is 1.530000,13.830000 with error 14.971408 in direction 0
best m,c is 1.530000,13.840000 with error 14.967995 in direction 0
best m,c is 1.530000,13.850000 with error 14.964589 in direction 0
best m,c is 1.530000,13.860000 with error 14.961189 in direction 0
best m,c is 1.530000,13.870000 with error 14.957794 in direction 0
best m,c is 1.530000,13.880000 with error 14.954406 in direction 0
best m,c is 1.530000,13.890000 with error 14.951023 in direction 0
best m,c is 1.530000,13.900000 with error 14.947647 in direction 0
best m,c is 1.530000,13.910000 with error 14.944276 in direction 0
best m,c is 1.530000,13.920000 with error 14.940911 in direction 0
best m,c is 1.530000,13.930000 with error 14.937552 in direction 0
best m,c is 1.530000,13.940000 with error 14.934199 in direction 0
best m,c is 1.530000,13.950000 with error 14.930852 in direction 0
best m,c is 1.530000,13.960000 with error 14.927511 in direction 0
best m,c is 1.530000,13.970000 with error 14.924176 in direction 0
best m,c is 1.530000,13.980000 with error 14.920847 in direction 0
best m,c is 1.530000,13.990000 with error 14.917524 in direction 0
best m,c is 1.530000,14.000000 with error 14.914207 in direction 0
best m,c is 1.530000,14.010000 with error 14.910896 in direction 0
best m,c is 1.530000,14.020000 with error 14.907590 in direction 0
best m,c is 1.520000,14.030000 with error 14.904141 in direction 7
best m,c is 1.520000,14.040000 with error 14.900505 in direction 0
best m,c is 1.520000,14.050000 with error 14.896875 in direction 0
best m,c is 1.520000,14.060000 with error 14.893251 in direction 0
